"Засаг захиргааны нэгж","Гэмт хэргийн ангилал","2018","2019"
"Говьсүмбэр","Хөрөнгө завших","3","2"
"Говьсүмбэр","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","2","1"
"Говьсүмбэр","Эрүүл мэндийн эсрэг","0",""
"Говьсүмбэр","Хүрээлэн байгаа орчны эсрэг","1",""
"Говьсүмбэр","ХАБТХАЖ-ын эсрэг гэмт хэрэг","11","12"
"Говьсүмбэр","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","10","5"
"Говьсүмбэр","Авлигын эсрэг","6","6"
"Говьсүмбэр","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","","3"
"Сүмбэр","Улсын дүн","135","118"
"Сүмбэр","Хүний амьд явах эрхийн эсрэг","2","3"
"Сүмбэр","Хүнийг  санаатай алах","1","0"
"Сүмбэр","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","1","2"
"Сүмбэр","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","76","54"
"Сүмбэр","Өмчлөх эрхийн эсрэг","37","46"
"Сүмбэр","Хулгайлах","30","23"
"Сүмбэр","Мал хулгайлах","2","7"
"Сүмбэр","Дээрэмдэх","","1"
"Сүмбэр","Залилах","2","10"
"Сүмбэр","Хөрөнгө завших","2","2"
"Сүмбэр","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","1",""
"Сүмбэр","Хүрээлэн байгаа орчны эсрэг","1",""
"Сүмбэр","ХАБТХАЖ-ын эсрэг гэмт хэрэг","4","6"
"Сүмбэр","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","10","5"
"Сүмбэр","Авлигын эсрэг","4","2"
"Сүмбэр","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","","2"
"Баянтал","Улсын дүн","19","16"
"Баянтал","Хүний амьд явах эрхийн эсрэг","","0"
"Баянтал","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","","0"
"Баянтал","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","4","2"
"Баянтал","Өмчлөх эрхийн эсрэг","10","10"
"Баянтал","Хулгайлах","2","2"
"Баянтал","Мал хулгайлах","5","4"
"Баянтал","Залилах","1","4"
"Баянтал","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","","1"
"Баянтал","ХАБТХАЖ-ын эсрэг гэмт хэрэг","5","3"
"Баянтал","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","0",""
"Баянтал","Авлигын эсрэг","0",""
"Шивээговь","Улсын дүн","22","20"
"Шивээговь","Хүний амьд явах эрхийн эсрэг","1","1"
"Шивээговь","Хүнийг  санаатай алах","1","1"
"Шивээговь","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","11","6"
"Шивээговь","Өмчлөх эрхийн эсрэг","5","5"
"Шивээговь","Хулгайлах","2","2"
"Шивээговь","Мал хулгайлах","","1"
"Шивээговь","Залилах","","1"
"Шивээговь","Хөрөнгө завших","1",""
"Шивээговь","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","1",""
"Шивээговь","ХАБТХАЖ-ын эсрэг гэмт хэрэг","2","3"
"Шивээговь","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","0",""
"Шивээговь","Авлигын эсрэг","2","4"
"Шивээговь","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","","1"
"Бусад","Улсын дүн","","0"
"Бусад","Хүний амьд явах эрхийн эсрэг","","0"
"Бусад","Хүнийг  санаатай алах","","0"
"Бусад","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","","0"
"Бусад","Өмчлөх эрхийн эсрэг","","0"
"Сэлэнгэ","Улсын дүн","779","767"
"Сэлэнгэ","Үндэсний аюулгүй байдлын эсрэг","7","1"
"Сэлэнгэ","Хүний амьд явах эрхийн эсрэг","27","21"
"Сэлэнгэ","Хүнийг  санаатай алах","10","8"
"Сэлэнгэ","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","11","9"
"Сэлэнгэ","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","248","184"
"Сэлэнгэ","Өмчлөх эрхийн эсрэг","285","330"
"Сэлэнгэ","Хулгайлах","149","154"
"Сэлэнгэ","Мал хулгайлах","37","66"
"Сэлэнгэ","Дээрэмдэх","11","13"
"Сэлэнгэ","Залилах","55","48"
"Сэлэнгэ","Хөрөнгө завших","12","25"
"Сэлэнгэ","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","5","9"
"Сэлэнгэ","Эрүүл мэндийн эсрэг","0",""
"Сэлэнгэ","Хүрээлэн байгаа орчны эсрэг","78","111"
"Сэлэнгэ","ХАБТХАЖ-ын эсрэг гэмт хэрэг","68","39"
"Сэлэнгэ","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","23","32"
"Сэлэнгэ","Хүний халдашгүй чөлөөтэй ажиллах эрхийн эсрэг гэмт хэрэг","0","2"
"Сэлэнгэ","Хүүхдийн эсрэг  гэмт хэрэг","0",""
"Сэлэнгэ","Эдийн засгийн гэмт хэрэг","1","9"
"Сэлэнгэ","Хэрэг шалган шийдвэрлэх ажиллагааны эсрэг гэмт хэрэг","11","1"
"Сэлэнгэ","Авлигын эсрэг","17","17"
"Сэлэнгэ","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","9","9"
"Сэлэнгэ","Соёлын өвийн эсрэг","0","2"
"Сэлэнгэ","Цахим мэдээллийн аюулгүй байдлын эсрэг","0",""
"Сэлэнгэ","Цэргийн албаны эсрэг гэмт хэрэг","0",""
"Сэлэнгэ","Хүн төрөлхтний аюулгүй байдал, энх тайвны эсрэг гэмт хэрэг","0",""
"Сүхбаатар","Улсын дүн","177","137"
"Сүхбаатар","Үндэсний аюулгүй байдлын эсрэг","1","0"
"Сүхбаатар","Хүний амьд явах эрхийн эсрэг","4","2"
"Сүхбаатар","Хүнийг  санаатай алах","2","0"
"Сүхбаатар","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","2","2"
"Сүхбаатар","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","64","40"
"Сүхбаатар","Өмчлөх эрхийн эсрэг","92","72"
"Сүхбаатар","Хулгайлах","49","37"
"Сүхбаатар","Мал хулгайлах","2","2"
"Сүхбаатар","Дээрэмдэх","4","5"
"Сүхбаатар","Залилах","28","14"
"Сүхбаатар","Хөрөнгө завших","1","6"
"Сүхбаатар","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","1","1"
"Сүхбаатар","ХАБТХАЖ-ын эсрэг гэмт хэрэг","3","2"
"Сүхбаатар","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","5","6"
"Сүхбаатар","Эдийн засгийн гэмт хэрэг","","3"
"Сүхбаатар","Хэрэг шалган шийдвэрлэх ажиллагааны эсрэг гэмт хэрэг","2",""
"Сүхбаатар","Авлигын эсрэг","2","9"
"Сүхбаатар","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","3","2"
"Алтанбулаг","Улсын дүн","44","61"
"Алтанбулаг","Үндэсний аюулгүй байдлын эсрэг","6","1"
"Алтанбулаг","Хүний амьд явах эрхийн эсрэг","1","0"
"Алтанбулаг","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","1","0"
"Алтанбулаг","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","6","10"
"Алтанбулаг","Өмчлөх эрхийн эсрэг","16","21"
"Алтанбулаг","Хулгайлах","8","4"
"Алтанбулаг","Мал хулгайлах","1","2"
"Алтанбулаг","Дээрэмдэх","","2"
"Алтанбулаг","Залилах","4","8"
"Алтанбулаг","Хөрөнгө завших","1","1"
"Алтанбулаг","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","2","2"
"Алтанбулаг","Хүрээлэн байгаа орчны эсрэг","6","13"
"Алтанбулаг","ХАБТХАЖ-ын эсрэг гэмт хэрэг","3","3"
"Алтанбулаг","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","","1"
"Алтанбулаг","Эдийн засгийн гэмт хэрэг","1","5"
"Алтанбулаг","Хэрэг шалган шийдвэрлэх ажиллагааны эсрэг гэмт хэрэг","","1"
"Алтанбулаг","Авлигын эсрэг","3","1"
"Алтанбулаг","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","","3"
"Баруунбүрэн","Улсын дүн","23","19"
"Баруунбүрэн","Үндэсний аюулгүй байдлын эсрэг","","0"
"Баруунбүрэн","Хүний амьд явах эрхийн эсрэг","2","1"
"Баруунбүрэн","Хүнийг  санаатай алах","2",""
"Баруунбүрэн","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","","1"
"Баруунбүрэн","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","3","3"
"Баруунбүрэн","Өмчлөх эрхийн эсрэг","7","9"
"Баруунбүрэн","Хулгайлах","3","3"
"Баруунбүрэн","Мал хулгайлах","4","4"
"Баруунбүрэн","Дээрэмдэх","","1"
"Баруунбүрэн","Хүрээлэн байгаа орчны эсрэг","2","1"
"Баруунбүрэн","ХАБТХАЖ-ын эсрэг гэмт хэрэг","7","4"
"Баруунбүрэн","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","1","1"
"Баруунбүрэн","Хэрэг шалган шийдвэрлэх ажиллагааны эсрэг гэмт хэрэг","1",""
"Баянгол","Улсын дүн","42","54"
"Баянгол","Хүний амьд явах эрхийн эсрэг","","2"
"Баянгол","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","","1"
"Баянгол","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","11","10"
"Баянгол","Өмчлөх эрхийн эсрэг","12","18"
"Баянгол","Хулгайлах","8","7"
"Баянгол","Мал хулгайлах","1","7"
"Баянгол","Дээрэмдэх","","1"
"Баянгол","Залилах","2","1"
"Баянгол","Хөрөнгө завших","1",""
"Баянгол","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","","3"
"Баянгол","Хүрээлэн байгаа орчны эсрэг","3","6"
"Баянгол","ХАБТХАЖ-ын эсрэг гэмт хэрэг","14","15"
"Баянгол","Авлигын эсрэг","2",""
"Ерөө","Улсын дүн","68","64"
"Ерөө","Хүний амьд явах эрхийн эсрэг","5","1"
"Ерөө","Хүнийг  санаатай алах","2",""
"Ерөө","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","2","0"
