"Статистик үзүүлэлт","Засаг захиргааны нэгж","2010","2011","2012","2013","2014","2015","2016","2017"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Аргалант","5","4","9","6","12","8","12","11"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Архуст","","","1","","","1","",""
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Батсүмбэр","","3","2","2","3","","2",""
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Баян","5","7","11","6","8","8","2","4"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Баяндэлгэр","2","9","3","1","1","4","2","3"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Баянжаргалан","","1","","","","2","2","1"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Баян-Өнжүүл","","1","1","2","4","2","1","4"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Баянхангай","2","5","6","9","1","3","4","3"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Баянцагаан","","","1","6","4","5","5","5"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Баянцогт","3","5","1","2","3","2","","1"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Баянчандмань","9","11","8","15","11","13","13","6"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Борнуур","12","8","9","15","12","11","21","7"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Бүрэн","","1","","","","","1","1"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Дэлгэрхаан","","","1","2","2","1","",""
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Жаргалант","1","8","8","9","10","2","9","6"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Заамар","1","7","4","6","4","2","1","2"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Лүн","7","11","11","8","7","5","10","11"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Мөнгөнморьт","","","","3","1","","",""
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Өндөрширээт","1","4","2","4","2","5","1","3"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Сүмбэр","","","1","2","","2","",""
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Сэргэлэн","7","10","13","11","24","24","20","19"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Угтаал","2","1","1","1","1","1","1",""
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Цээл","","","","","4","2","",""
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Эрдэнэ","3","6","4","12","11","7","3","4"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Эрдэнэсант","4","6","3","11","6","6","4","4"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Говьсүмбэр","5","7","15","22","17","19","13","20"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Сүмбэр","2","5","8","14","8","9","4","8"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Баянтал","3","2","7","5","5","7","8","7"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Шивээговь","","","","3","4","3","1","5"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Сэлэнгэ","65","78","67","63","98","76","93","99"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Сүхбаатар","9","9","6","5","7","7","11","8"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Алтанбулаг","1","8","3","1","6","2","5","5"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Баруунбүрэн","6","10","8","6","7","6","6","5"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Баянгол","1","","","","20","16","28","19"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Ерөө","5","2","6","1","1","3","6","10"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Жавхлант","2","","","1","1","1","4","2"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Зүүнбүрэн","1","3","1","1","4","","1","2"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Мандал","19","27","23","29","17","18","6","15"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Орхон","4","2","2","3","4","1","3","5"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Орхонтуул","1","","","3","1","","1",""
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Сайхан","9","9","12","7","10","10","8","14"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Сант","","1","1","1","6","3","2","2"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Түшиг","","","","1","1","","1","2"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Хүдэр","1","","","","2","2","1","3"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Хашаат","","","","","2","","","1"
"Тээврийн хэрэгслийн хөдөлгөөний аюулгүй байдал, ашиглалтын журмын эсрэг гэмт хэрэг","Цагааннуур","2","1","2","2","2","5","3",""
